session_length,features,label
4,category_view blockchain  crypto product_view ledger nano wallet crypto hardware search crypto trading ethiopia product_view ledger nano wallet crypto hardware,crypto_interest
5,search coffee near me product_view latte blend 500g coffee search espresso vs americano add_to_cart espresso machine 4500.0 product_view ethiopian yirgacheffe coffee,coffee_interest
5,product_view linen blazer clothing search summer fashion trends category_view summer dresses category_view womens bags product_view air max 2026 mens shoes,fashion_interest
2,category_view defi products search what is defi,crypto_interest
5,add_to_cart p 202 nike running shoes 1500.0 remove_from_cart p 101 remove_from_cart p 202 remove_from_cart p 202 remove_from_cart p 202,abandoned_cart
2,product_view welcome bundle offers product_view welcome bundle offers,signup_intent
5,category_view defi products category_view defi products product_view ledger nano wallet crypto hardware search what is defi product_view ledger nano wallet crypto hardware,crypto_interest
3,add_to_cart p 202 nike running shoes 1500.0 add_to_cart p 404 leather wallet 450.0 add_to_cart p 202 nike running shoes 1500.0,abandoned_cart
5,product_view latte blend 500g coffee add_to_cart espresso machine 4500.0 search best arabica coffee search coffee near me search espresso vs americano,coffee_interest
2,signup_complete email search how to get started,signup_intent
4,product_view sony headphones electronics product_view sony headphones electronics remove_from_cart p 202 remove_from_cart p 202,abandoned_cart
5,search how to get started search new user offers category_view new user deals category_view home  garden category_view new user deals,signup_intent
4,add_to_cart p 303 coffee grinder 780.0 remove_from_cart p 101 add_to_cart p 101 sony headphones 3200.0 product_view sony headphones electronics,abandoned_cart
2,search how to get started search how to get started,signup_intent
4,product_view french press 1l coffee search where to buy coffee beans product_view latte blend 500g coffee product_view french press 1l coffee,coffee_interest
5,signup_complete google search how to get started signup_complete google signup_complete google product_view welcome bundle offers,signup_intent
2,search new user offers search new user offers,signup_intent
2,add_to_cart p 202 nike running shoes 1500.0 remove_from_cart p 101,abandoned_cart
2,category_view web3 tools category_view blockchain  crypto,crypto_interest
3,product_view gold chronograph luxury watches search summer fashion trends product_view random item general,fashion_interest
6,search how to get started search how to get started signup_complete email search deals today search how to get started search how to get started,signup_intent
5,remove_from_cart p 202 product_view sony headphones electronics remove_from_cart p 101 product_view sony headphones electronics add_to_cart p 101 sony headphones 3200.0,abandoned_cart
5,category_view blockchain  crypto product_view ledger nano wallet crypto hardware search how to buy ethereum product_view ledger nano wallet crypto hardware category_view defi products,crypto_interest
6,category_view new user deals category_view new user deals product_view welcome bundle offers category_view electronics signup_complete email category_view new user deals,signup_intent
5,product_view sony headphones electronics product_view sony headphones electronics product_view sony headphones electronics checkout_started 3200.0 1 add_to_cart p 202 nike running shoes 1500.0,abandoned_cart
2,product_view sony headphones electronics add_to_cart p 404 leather wallet 450.0,abandoned_cart
3,search how to buy ethereum search crypto trading ethiopia product_view trezor model t crypto hardware,crypto_interest
5,product_view linen blazer clothing category_view mens shoes category_view summer dresses category_view summer dresses product_view air max 2026 mens shoes,fashion_interest
4,category_view blockchain  crypto search best crypto wallet 2026 search bitcoin price today search crypto trading ethiopia,crypto_interest
2,category_view web3 tools search crypto trading ethiopia,crypto_interest
2,remove_from_cart p 202 remove_from_cart p 202,abandoned_cart
4,category_view defi products search how to buy ethereum product_view ledger nano wallet crypto hardware search what is defi,crypto_interest
2,remove_from_cart p 202 remove_from_cart p 101,abandoned_cart
5,remove_from_cart p 101 product_view sony headphones electronics add_to_cart p 202 nike running shoes 1500.0 remove_from_cart p 202 add_to_cart p 303 coffee grinder 780.0,abandoned_cart
4,category_view womens bags category_view streetwear category_view womens bags product_view air max 2026 mens shoes,fashion_interest
3,category_view cafe equipment product_view ethiopian yirgacheffe coffee add_to_cart latte blend 500g 120.0,coffee_interest
2,product_view ethiopian yirgacheffe coffee add_to_cart espresso machine 4500.0,coffee_interest
4,product_view sony headphones electronics remove_from_cart p 101 add_to_cart p 202 nike running shoes 1500.0 category_view electronics,abandoned_cart
3,remove_from_cart p 101 remove_from_cart p 202 add_to_cart p 202 nike running shoes 1500.0,abandoned_cart
6,add_to_cart espresso machine 4500.0 category_view cafe equipment search espresso vs americano search best arabica coffee category_view electronics product_view french press 1l coffee,coffee_interest
4,add_to_cart linen blazer 850.0 category_view luxury watches search deals today category_view summer dresses,fashion_interest
4,category_view new user deals signup_complete google signup_complete google product_view welcome bundle offers,signup_intent
3,add_to_cart p 303 coffee grinder 780.0 product_view sony headphones electronics product_view sony headphones electronics,abandoned_cart
3,remove_from_cart p 202 add_to_cart p 303 coffee grinder 780.0 remove_from_cart p 202,abandoned_cart
2,add_to_cart linen blazer 850.0 product_view air max 2026 mens shoes,fashion_interest
2,signup_complete phone product_view welcome bundle offers,signup_intent
3,search bitcoin price today product_view trezor model t crypto hardware search what is defi,crypto_interest
2,category_view luxury watches search summer fashion trends,fashion_interest
5,remove_from_cart p 202 add_to_cart p 101 sony headphones 3200.0 remove_from_cart p 101 product_view sony headphones electronics add_to_cart p 202 nike running shoes 1500.0,abandoned_cart
5,add_to_cart p 101 sony headphones 3200.0 checkout_started 3200.0 1 remove_from_cart p 101 category_view electronics remove_from_cart p 202,abandoned_cart
3,category_view blockchain  crypto search bitcoin price today search how to buy ethereum,crypto_interest
2,product_view gold chronograph luxury watches product_view linen blazer clothing,fashion_interest
2,product_view ledger nano wallet crypto hardware search how to buy ethereum,crypto_interest
2,remove_from_cart p 101 add_to_cart p 404 leather wallet 450.0,abandoned_cart
2,add_to_cart p 101 sony headphones 3200.0 checkout_started 3200.0 1,abandoned_cart
4,search how to buy ethereum category_view web3 tools search bitcoin price today category_view blockchain  crypto,crypto_interest
3,search best crypto wallet 2026 product_view ledger nano wallet crypto hardware search bitcoin price today,crypto_interest
6,category_view web3 tools product_view ledger nano wallet crypto hardware category_view defi products category_view home  garden search what is defi product_view trezor model t crypto hardware,crypto_interest
